000001, 0.8131
000002, 1.44
000008, 0.1024
000060, 0.1386
000063, 0.6484
000069, 0.2366
000100, 0.2517
000157, 0.1633
000166, 0.1985
000333, 2.1227
000338, 0.3606
000402, 0.103
000413, 0.266
000415, 0.0958
000423, 0.2839
000425, 0.148
000503, 0.276
000538, 0.4409
000540, 0.1832
000559, 0.1083
000568, 0.3755
000623, 0.1711
000625, 0.1966
000627, 0.1
000630, 0.1463
000651, 1.9565
000671, 0.1119
000686, 0.0986
000709, 0.1303
000723, 0.0591
000725, 1.111
000728, 0.1657
000738, 0.0687
000750, 0.114
000768, 0.2226
000776, 0.435
000783, 0.2485
000792, 0.1658
000826, 0.1303
000839, 0.1752
000858, 1.115
000876, 0.1366
000895, 0.2171
000898, 0.0966
000938, 0.1034
000959, 0.0682
000961, 0.1163
000963, 0.2809
000983, 0.1099
001979, 0.4561
002007, 0.1467
002008, 0.4125
002024, 0.4686
002027, 0.5495
002044, 0.2456
002065, 0.1428
002074, 0.1346
002081, 0.1823
002142, 0.4273
002146, 0.1544
002153, 0.0798
002174, 0.0839
002202, 0.3037
002230, 0.5221
002236, 0.3753
002241, 0.243
002252, 0.2577
002292, 0.0572
002294, 0.1577
002304, 0.5597
002310, 0.2445
002352, 0.0968
002385, 0.1053
002411, 0.0696
002415, 1.3329
002424, 0.055
002426, 0.0928
002450, 0.3704
002456, 0.3362
002460, 0.3333
002465, 0.1508
002466, 0.3519
002468, 0.0656
002470, 0.1231
002475, 0.3297
002500, 0.1187
002508, 0.1494
002555, 0.0531
002558, 0.1706
002572, 0.1661
002594, 0.4463
002601, 0.0993
002602, 0.1326
002608, 0.0503
002624, 0.1151
002673, 0.1521
002714, 0.1451
002736, 0.2365
002739, 0.2162
002797, 0.1509
002831, 0.0205
002839, 0.0146
002841, 0.0315
300003, 0.3186
300015, 0.217
300017, 0.1915
300024, 0.2125
300027, 0.1416
300033, 0.1011
300059, 0.4373
300070, 0.3026
300072, 0.2529
300122, 0.1437
300124, 0.3149
300136, 0.255
300144, 0.1336
300251, 0.0996
300315, 0.1329
