135637266; 1; 20190807135636000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.985; null; null; null; 0; null; 6.3231678E9; null; 102; T; 0; 
135640256; 1; 20190807135639000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.5706; null; null; null; 0; null; 6.3246256E9; null; 102; T; 0; 
135646263; 1; 20190807135645000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.5191; null; null; null; 0; null; 6.3271854E9; null; 102; T; 0; 
135652334; 1; 20190807135651000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.9892; null; null; null; 0; null; 6.3288684E9; null; 102; T; 0; 
135655268; 1; 20190807135654000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.7202; null; null; null; 0; null; 6.3309939E9; null; 102; T; 0; 
135701268; 1; 20190807135700000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.521; null; null; null; 0; null; 6.3328274E9; null; 102; T; 0; 
135704385; 1; 20190807135703000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.64; null; null; null; 0; null; 6.3341336E9; null; 102; T; 0; 
135710332; 1; 20190807135709000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.5571; null; null; null; 0; null; 6.3353714E9; null; 102; T; 0; 
135716269; 1; 20190807135715000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.5296; null; null; null; 0; null; 6.3371019E9; null; 102; T; 0; 
135719219; 1; 20190807135718000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.6929; null; null; null; 0; null; 6.3386161E9; null; 102; T; 0; 
135725265; 1; 20190807135724000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.7105; null; null; null; 0; null; 6.3404945E9; null; 102; T; 0; 
135731266; 1; 20190807135730000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.6468; null; null; null; 0; null; 6.3425107E9; null; 102; T; 0; 
135737266; 1; 20190807135736000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.9999; null; null; null; 0; null; 6.3437098E9; null; 102; T; 0; 
135740264; 1; 20190807135739000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.3052; null; null; null; 0; null; 6.3454473E9; null; 102; T; 0; 
135746269; 1; 20190807135745000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.4884; null; null; null; 0; null; 6.3471752E9; null; 102; T; 0; 
135749269; 1; 20190807135748000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.7645; null; null; null; 0; null; 6.3481548E9; null; 102; T; 0; 
135755268; 1; 20190807135754000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.4071; null; null; null; 0; null; 6.3503751E9; null; 102; T; 0; 
135801268; 1; 20190807135800000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.3586; null; null; null; 0; null; 6.3523872E9; null; 102; T; 0; 
135804468; 1; 20190807135803000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.4169; null; null; null; 0; null; 6.3536938E9; null; 102; T; 0; 
135810268; 1; 20190807135809000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.3975; null; null; null; 0; null; 6.3552539E9; null; 102; T; 0; 
135816336; 1; 20190807135815000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.4039; null; null; null; 0; null; 6.356986E9; null; 102; T; 0; 
135822335; 1; 20190807135821000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.6244; null; null; null; 0; null; 6.3582887E9; null; 102; T; 0; 
135825267; 1; 20190807135824000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.4481; null; null; null; 0; null; 6.3598318E9; null; 102; T; 0; 
135831269; 1; 20190807135830000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.0737; null; null; null; 0; null; 6.3616643E9; null; 102; T; 0; 
135834330; 1; 20190807135833000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.1693; null; null; null; 0; null; 6.3629799E9; null; 102; T; 0; 
135840338; 1; 20190807135839000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.7664; null; null; null; 0; null; 6.3642878E9; null; 102; T; 0; 
135846269; 1; 20190807135845000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.7152; null; null; null; 0; null; 6.3665176E9; null; 102; T; 0; 
135852257; 1; 20190807135851000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.8554; null; null; null; 0; null; 6.3675116E9; null; 102; T; 0; 
135855338; 1; 20190807135854000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.6699; null; null; null; 0; null; 6.3692552E9; null; 102; T; 0; 
135901274; 1; 20190807135900000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.7777; null; null; null; 0; null; 6.3709182E9; null; 102; T; 0; 
135904394; 1; 20190807135903000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.1627; null; null; null; 0; null; 6.3718821E9; null; 102; T; 0; 
135910332; 1; 20190807135909000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.1232; null; null; null; 0; null; 6.373424E9; null; 102; T; 0; 
135916270; 1; 20190807135915000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3644.8318; null; null; null; 0; null; 6.3758054E9; null; 102; T; 0; 
135919270; 1; 20190807135918000; 399300; 3636.3289; 3654.6323; 3659.0778; 3627.5438; 3645.1544; null; null; null; 0; null; 6.3772583E9; null; 102; T; 0; 
